No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Regional,Mega
430,Honchkrow,Honchkrow,4,0.9,27.3,Dark,Flying,Insomnia,Super Luck,Moxie,50.0,50.0,0,20,Flying,,30,177,1059860,Ordinary,100,125,52,105,52,71,505,0,0
431,Glameow,Glameow,4,0.5,3.9,Normal,,Limber,Own Tempo,Keen Eye,25.0,75.0,0,20,Ground,,190,62,800000,Ordinary,49,55,42,42,37,85,310,0,0
432,Purugly,Purugly,4,1.0,43.8,Normal,,Thick Fat,Own Tempo,Defiant,25.0,75.0,0,20,Ground,,75,158,800000,Ordinary,71,82,64,64,59,112,452,0,0
433,Chingling,Chingling,4,0.2,0.6,Psychic,,Levitate,,,50.0,50.0,0,25,Undiscovered,,120,57,800000,Ordinary,45,30,50,65,50,45,285,0,0
434,Stunky,Stunky,4,0.4,19.2,Poison,Dark,Stench,Aftermath,Keen Eye,50.0,50.0,0,20,Ground,,225,66,1000000,Ordinary,63,63,47,41,41,74,329,0,0
435,Skuntank,Skuntank,4,1.0,38.0,Poison,Dark,Stench,Aftermath,Keen Eye,50.0,50.0,0,20,Ground,,60,168,1000000,Ordinary,103,93,67,71,61,84,479,0,0
436,Bronzor,Bronzor,4,0.5,60.5,Steel,Psychic,Levitate,Heatproof,Heavy Metal,0.0,0.0,100,20,Mineral,,255,60,1000000,Ordinary,57,24,86,24,86,23,300,0,0
437,Bronzong,Bronzong,4,1.3,187.0,Steel,Psychic,Levitate,Heatproof,Heavy Metal,0.0,0.0,100,20,Mineral,,90,175,1000000,Ordinary,67,89,116,79,116,33,500,0,0
438,Bonsly,Bonsly,4,0.5,15.0,Rock,,Sturdy,Rock Head,Rattled,50.0,50.0,0,20,Undiscovered,,255,58,1000000,Ordinary,50,80,95,10,45,10,290,0,0
439,Mime Jr.,Mime Jr.,4,0.6,13.0,Psychic,Fairy,Soundproof,Filter,Technician,50.0,50.0,0,25,Undiscovered,,145,62,1000000,Ordinary,20,25,45,70,90,60,310,0,0
440,Happiny,Happiny,4,0.6,24.4,Normal,,Natural Cure,Serene Grace,Friend Guard,0.0,100.0,0,40,Undiscovered,,130,110,800000,Ordinary,100,5,5,15,65,30,220,0,0
441,Chatot,Chatot,4,0.5,1.9,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,50.0,50.0,0,20,Flying,,30,144,1059860,Ordinary,76,65,45,92,42,91,411,0,0
442,Spiritomb,Spiritomb,4,1.0,108.0,Ghost,Dark,Pressure,,Infiltrator,50.0,50.0,0,30,Amorphous,,100,170,1000000,Ordinary,50,92,108,92,108,35,485,0,0
443,Gible,Gible,4,0.7,20.5,Dragon,Ground,Sand Veil,,Rough Skin,50.0,50.0,0,40,Monster,Dragon,45,60,1250000,Ordinary,58,70,45,40,45,42,300,0,0
444,Gabite,Gabite,4,1.4,56.0,Dragon,Ground,Sand Veil,,Rough Skin,50.0,50.0,0,40,Monster,Dragon,45,144,1250000,Ordinary,68,90,65,50,55,82,410,0,0
445,Garchomp,Garchomp,4,1.9,95.0,Dragon,Ground,Sand Veil,,Rough Skin,50.0,50.0,0,40,Monster,Dragon,45,300,1250000,Ordinary,108,130,95,80,85,102,600,0,1
446,Munchlax,Munchlax,4,0.6,105.0,Normal,,Pickup,Thick Fat,Gluttony,87.5,12.5,0,40,Undiscovered,,50,78,1250000,Ordinary,135,85,40,40,85,5,390,0,0
447,Riolu,Riolu,4,0.7,20.2,Fighting,,Steadfast,Inner Focus,Prankster,87.5,12.5,0,25,Undiscovered,,75,57,1059860,Ordinary,40,70,40,35,40,60,285,0,0
448,Lucario,Lucario,4,1.2,54.0,Fighting,Steel,Steadfast,Inner Focus,Justified,87.5,12.5,0,25,Ground,Human-Like,45,184,1059860,Ordinary,70,110,70,115,70,90,525,0,1
449,Hippopotas,Hippopotas,4,0.8,49.5,Ground,,Sand Stream,,Sand Force,50.0,50.0,0,30,Ground,,140,66,1250000,Ordinary,68,72,78,38,42,32,330,0,0
450,Hippowdon,Hippowdon,4,2.0,300.0,Ground,,Sand Stream,,Sand Force,50.0,50.0,0,30,Ground,,60,184,1250000,Ordinary,108,112,118,68,72,47,525,0,0
451,Skorupi,Skorupi,4,0.8,12.0,Poison,Bug,Battle Armor,Sniper,Keen Eye,50.0,50.0,0,20,Bug,Water3,120,66,1250000,Ordinary,40,50,90,30,55,65,330,0,0
452,Drapion,Drapion,4,1.3,61.5,Poison,Dark,Battle Armor,Sniper,Keen Eye,50.0,50.0,0,20,Bug,Water3,45,175,1250000,Ordinary,70,90,110,60,75,95,500,0,0
453,Croagunk,Croagunk,4,0.7,23.0,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,50.0,50.0,0,10,Human-Like,,140,60,1000000,Ordinary,48,61,40,61,40,50,300,0,0
454,Toxicroak,Toxicroak,4,1.3,44.4,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,50.0,50.0,0,20,Human-Like,,75,172,1000000,Ordinary,83,106,65,86,65,85,490,0,0
455,Carnivine,Carnivine,4,1.4,27.0,Grass,,Levitate,,,50.0,50.0,0,25,Grass,,200,159,1250000,Ordinary,74,100,72,90,72,46,454,0,0
456,Finneon,Finneon,4,0.4,7.0,Water,,Swift Swim,Storm Drain,Water Veil,50.0,50.0,0,20,Water2,,190,66,600000,Ordinary,49,49,56,49,61,66,330,0,0
457,Lumineon,Lumineon,4,1.2,24.0,Water,,Swift Swim,Storm Drain,Water Veil,50.0,50.0,0,20,Water2,,75,161,600000,Ordinary,69,69,76,69,86,91,460,0,0
458,Mantyke,Mantyke,4,1.0,65.0,Water,Flying,Swift Swim,Water Absorb,Water Veil,50.0,50.0,0,25,Undiscovered,,25,69,1250000,Ordinary,45,20,50,60,120,50,345,0,0
459,Snover,Snover,4,1.0,50.5,Grass,Ice,Snow Warning,,Soundproof,50.0,50.0,0,20,Monster,Grass,120,67,1250000,Ordinary,60,62,50,62,60,40,334,0,0
460,Abomasnow,Abomasnow,4,2.2,135.5,Grass,Ice,Snow Warning,,Soundproof,50.0,50.0,0,20,Monster,Grass,60,173,1250000,Ordinary,90,92,75,92,85,60,494,0,1
461,Weavile,Weavile,4,1.1,34.0,Dark,Ice,Pressure,,Pickpocket,50.0,50.0,0,20,Ground,,45,179,1059860,Ordinary,70,120,65,45,85,125,510,0,0
462,Magnezone,Magnezone,4,1.2,180.0,Electric,Steel,Magnet Pull,Sturdy,Analytic,0.0,0.0,100,20,Mineral,,30,268,1000000,Ordinary,70,70,115,130,90,60,535,0,0
463,Lickilicky,Lickilicky,4,1.7,140.0,Normal,,Own Tempo,Oblivious,Cloud Nine,50.0,50.0,0,20,Monster,,30,180,1000000,Ordinary,110,85,95,80,95,50,515,0,0
464,Rhyperior,Rhyperior,4,2.4,282.8,Ground,Rock,Lightning Rod,Solid Rock,Reckless,50.0,50.0,0,20,Monster,Ground,30,268,1250000,Ordinary,115,140,130,55,55,40,535,0,0
465,Tangrowth,Tangrowth,4,2.0,128.6,Grass,,Chlorophyll,Leaf Guard,Regenerator,50.0,50.0,0,20,Grass,,30,187,1000000,Ordinary,100,100,125,110,50,50,535,0,0
466,Electivire,Electivire,4,1.8,138.6,Electric,,Motor Drive,,Vital Spirit,75.0,25.0,0,25,Human-Like,,30,270,1000000,Ordinary,75,123,67,95,85,95,540,0,0
467,Magmortar,Magmortar,4,1.6,68.0,Fire,,Flame Body,,Vital Spirit,75.0,25.0,0,25,Human-Like,,30,270,1000000,Ordinary,75,95,67,125,95,83,540,0,0
468,Togekiss,Togekiss,4,1.5,38.0,Fairy,Flying,Hustle,Serene Grace,Super Luck,87.5,12.5,0,10,Flying,Fairy,30,273,800000,Ordinary,85,50,95,120,115,80,545,0,0
469,Yanmega,Yanmega,4,1.9,51.5,Bug,Flying,Speed Boost,Tinted Lens,Frisk,50.0,50.0,0,20,Bug,,30,180,1000000,Ordinary,86,76,86,116,56,95,515,0,0
470,Leafeon,Leafeon,4,1.0,25.5,Grass,,Leaf Guard,,Chlorophyll,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,65,110,130,60,65,95,525,0,0
471,Glaceon,Glaceon,4,0.8,25.9,Ice,,Snow Cloak,,Ice Body,87.5,12.5,0,35,Ground,,45,184,1000000,Ordinary,65,60,110,130,95,65,525,0,0
472,Gliscor,Gliscor,4,2.0,42.5,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,50.0,50.0,0,20,Bug,,30,179,1059860,Ordinary,75,95,125,45,75,95,510,0,0
473,Mamoswine,Mamoswine,4,2.5,291.0,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,50.0,50.0,0,20,Ground,,50,265,1250000,Ordinary,110,130,80,70,60,80,530,0,0
474,Porygon-Z,Porygon-Z,4,0.9,34.0,Normal,,Adaptability,Download,Analytic,0.0,0.0,100,20,Mineral,,30,268,1000000,Ordinary,85,80,70,135,75,90,535,0,0
475,Gallade,Gallade,4,1.6,52.0,Psychic,Fighting,Steadfast,Sharpness,Justified,100.0,0.0,0,20,Human-Like,Amorphous,45,259,1250000,Ordinary,68,125,65,65,115,80,518,0,1
476,Probopass,Probopass,4,1.4,340.0,Rock,Steel,Sturdy,Magnet Pull,Sand Force,50.0,50.0,0,20,Mineral,,60,184,1000000,Ordinary,60,55,145,75,150,40,525,0,0
477,Dusknoir,Dusknoir,4,2.2,106.6,Ghost,,Pressure,,Frisk,50.0,50.0,0,25,Amorphous,,45,263,800000,Ordinary,45,100,135,65,135,45,525,0,0
478,Froslass,Froslass,4,1.3,26.6,Ice,Ghost,Snow Cloak,,Cursed Body,0.0,100.0,0,20,Fairy,Mineral,75,168,1000000,Ordinary,70,80,70,80,70,110,480,0,0
479,Rotom,Rotom,4,0.3,0.3,Electric,Ghost,Levitate,,,0.0,0.0,100,20,Amorphous,,45,154,1000000,Ordinary,50,50,77,95,77,91,440,0,0
480,Uxie,Uxie,4,0.3,0.3,Psychic,,Levitate,,,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,75,75,130,75,130,95,580,0,0
481,Mesprit,Mesprit,4,0.3,0.3,Psychic,,Levitate,,,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,80,105,105,105,105,80,580,0,0
482,Azelf,Azelf,4,0.3,0.3,Psychic,,Levitate,,,0.0,0.0,100,80,Undiscovered,,3,290,1250000,Semi-Legendary,75,125,70,125,70,115,580,0,0
483,Dialga,Dialga,4,5.4,683.0,Steel,Dragon,Pressure,,Telepathy,0.0,0.0,100,120,Undiscovered,,3,340,1250000,Legendary,100,120,120,150,100,90,680,0,0
484,Palkia,Palkia,4,4.2,336.0,Water,Dragon,Pressure,,Telepathy,0.0,0.0,100,120,Undiscovered,,3,340,1250000,Legendary,90,120,100,150,120,100,680,0,0
485,Heatran,Heatran,4,1.7,430.0,Fire,Steel,Flash Fire,,Flame Body,50.0,50.0,0,10,Undiscovered,,3,300,1250000,Semi-Legendary,91,90,106,130,106,77,600,0,0
486,Regigigas,Regigigas,4,3.7,420.0,Normal,,Slow Start,,,0.0,0.0,100,120,Undiscovered,,3,335,1250000,Semi-Legendary,110,160,110,80,110,100,670,0,0
487,Giratina,Giratina,4,4.5,750.0,Ghost,Dragon,Pressure,,Telepathy,0.0,0.0,100,120,Undiscovered,,3,340,1250000,Legendary,150,100,120,100,120,90,680,0,0
488,Cresselia,Cresselia,4,1.5,85.6,Psychic,,Levitate,,,0.0,100.0,0,120,Undiscovered,,3,290,1250000,Semi-Legendary,120,70,110,75,120,85,580,0,0
489,Phione,Phione,4,0.4,3.1,Water,,Hydration,,,0.0,0.0,100,40,Water1,Fairy,30,216,1250000,Mythical,80,80,80,80,80,80,480,0,0
490,Manaphy,Manaphy,4,0.3,1.4,Water,,Hydration,,,0.0,0.0,100,10,Water1,Fairy,3,270,1250000,Mythical,100,100,100,100,100,100,600,0,0
491,Darkrai,Darkrai,4,1.5,50.5,Dark,,Bad Dreams,,,0.0,0.0,100,120,Undiscovered,,3,270,1250000,Mythical,70,90,90,135,90,125,600,0,0
492,Shaymin,Shaymin Land Form,4,0.2,2.1,Grass,,Natural Cure,,,0.0,0.0,100,120,Undiscovered,,45,270,1059860,Mythical,100,100,100,100,100,100,600,0,0
493,Arceus,Arceus,4,3.2,320.0,Normal,,Multitype,,,0.0,0.0,100,120,Undiscovered,,3,360,1250000,Mythical,120,120,120,120,120,120,720,0,0
494,Victini,Victini,5,0.4,4.0,Psychic,Fire,Victory Star,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,100,100,100,100,100,100,600,0,0
495,Snivy,Snivy,5,0.6,8.1,Grass,,Overgrow,,Contrary,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,45,45,55,45,55,63,308,0,0
496,Servine,Servine,5,0.8,16.0,Grass,,Overgrow,,Contrary,87.5,12.5,0,20,Ground,Grass,45,145,1059860,Ordinary,60,60,75,60,75,83,413,0,0
497,Serperior,Serperior,5,3.3,63.0,Grass,,Overgrow,,Contrary,87.5,12.5,0,20,Ground,Grass,45,238,1059860,Ordinary,75,75,95,75,95,113,528,0,0
498,Tepig,Tepig,5,0.5,9.9,Fire,,Blaze,,Thick Fat,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,65,63,45,45,45,45,308,0,0
499,Pignite,Pignite,5,1.0,55.5,Fire,Fighting,Blaze,,Thick Fat,87.5,12.5,0,20,Ground,,45,146,1059860,Ordinary,90,93,55,70,55,55,418,0,0
500,Emboar,Emboar,5,1.6,150.0,Fire,Fighting,Blaze,,Reckless,87.5,12.5,0,20,Ground,,45,238,1059860,Ordinary,110,123,65,100,65,65,528,0,0
501,Oshawott,Oshawott,5,0.5,5.9,Water,,Torrent,,Shell Armor,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,55,55,45,63,45,45,308,0,0
502,Dewott,Dewott,5,0.8,24.5,Water,,Torrent,,Shell Armor,87.5,12.5,0,20,Ground,,45,145,1059860,Ordinary,75,75,60,83,60,60,413,0,0
503,Samurott,Samurott,5,1.5,94.6,Water,,Torrent,,Shell Armor,87.5,12.5,0,20,Ground,,45,264,1059860,Ordinary,95,100,85,108,70,70,528,1,0
504,Patrat,Patrat,5,0.5,11.6,Normal,,Run Away,Keen Eye,Analytic,50.0,50.0,0,15,Ground,,255,51,1000000,Ordinary,45,55,39,35,39,42,255,0,0
505,Watchog,Watchog,5,1.1,27.0,Normal,,Illuminate,Keen Eye,Analytic,50.0,50.0,0,20,Ground,,255,147,1000000,Ordinary,60,85,69,60,69,77,420,0,0
506,Lillipup,Lillipup,5,0.4,4.1,Normal,,Vital Spirit,Pickup,Run Away,50.0,50.0,0,15,Ground,,255,55,1059860,Ordinary,45,60,45,25,45,55,275,0,0
507,Herdier,Herdier,5,0.9,14.7,Normal,,Intimidate,Sand Rush,Scrappy,50.0,50.0,0,15,Ground,,120,130,1059860,Ordinary,65,80,65,35,65,60,370,0,0
508,Stoutland,Stoutland,5,1.2,61.0,Normal,,Intimidate,Sand Rush,Scrappy,50.0,50.0,0,15,Ground,,45,250,1059860,Ordinary,85,110,90,45,90,80,500,0,0
509,Purrloin,Purrloin,5,0.4,10.1,Dark,,Limber,Unburden,Prankster,50.0,50.0,0,20,Ground,,255,56,1000000,Ordinary,41,50,37,50,37,66,281,0,0
510,Liepard,Liepard,5,1.1,37.5,Dark,,Limber,Unburden,Prankster,50.0,50.0,0,20,Ground,,90,156,1000000,Ordinary,64,88,50,88,50,106,446,0,0
511,Pansage,Pansage,5,0.6,10.5,Grass,,Gluttony,,Overgrow,87.5,12.5,0,20,Ground,,190,63,1000000,Ordinary,50,53,48,53,48,64,316,0,0
512,Simisage,Simisage,5,1.1,30.5,Grass,,Gluttony,,Overgrow,87.5,12.5,0,20,Ground,,75,174,1000000,Ordinary,75,98,63,98,63,101,498,0,0
513,Pansear,Pansear,5,0.6,11.0,Fire,,Gluttony,,Blaze,87.5,12.5,0,20,Ground,,190,63,1000000,Ordinary,50,53,48,53,48,64,316,0,0
514,Simisear,Simisear,5,1.0,28.0,Fire,,Gluttony,,Blaze,87.5,12.5,0,20,Ground,,75,174,1000000,Ordinary,75,98,63,98,63,101,498,0,0
515,Panpour,Panpour,5,0.6,13.5,Water,,Gluttony,,Torrent,87.5,12.5,0,20,Ground,,190,63,1000000,Ordinary,50,53,48,53,48,64,316,0,0
516,Simipour,Simipour,5,1.0,29.0,Water,,Gluttony,,Torrent,87.5,12.5,0,20,Ground,,75,174,1000000,Ordinary,75,98,63,98,63,101,498,0,0
517,Munna,Munna,5,0.6,23.3,Psychic,,Forewarn,Synchronize,Telepathy,50.0,50.0,0,10,Ground,,190,58,800000,Ordinary,76,25,45,67,55,24,292,0,0
518,Musharna,Musharna,5,1.1,60.5,Psychic,,Forewarn,Synchronize,Telepathy,50.0,50.0,0,10,Ground,,75,170,800000,Ordinary,116,55,85,107,95,29,487,0,0
519,Pidove,Pidove,5,0.3,2.1,Normal,Flying,Big Pecks,Super Luck,Rivalry,50.0,50.0,0,15,Flying,,255,53,1059860,Ordinary,50,55,50,36,30,43,264,0,0
520,Tranquill,Tranquill,5,0.6,15.0,Normal,Flying,Big Pecks,Super Luck,Rivalry,50.0,50.0,0,15,Flying,,120,125,1059860,Ordinary,62,77,62,50,42,65,358,0,0
521,Unfezant,Unfezant,5,1.2,29.0,Normal,Flying,Big Pecks,Super Luck,Rivalry,50.0,50.0,0,15,Flying,,45,244,1059860,Ordinary,80,115,80,65,55,93,488,0,0
522,Blitzle,Blitzle,5,0.8,29.8,Electric,,Lightning Rod,Motor Drive,Sap Sipper,50.0,50.0,0,20,Ground,,190,59,1000000,Ordinary,45,60,32,50,32,76,295,0,0
523,Zebstrika,Zebstrika,5,1.6,79.5,Electric,,Lightning Rod,Motor Drive,Sap Sipper,50.0,50.0,0,20,Ground,,75,174,1000000,Ordinary,75,100,63,80,63,116,497,0,0
524,Roggenrola,Roggenrola,5,0.4,18.0,Rock,,Sturdy,Weak Armor,Sand Force,50.0,50.0,0,15,Mineral,,255,56,1059860,Ordinary,55,75,85,25,25,15,280,0,0
525,Boldore,Boldore,5,0.9,102.0,Rock,,Sturdy,Weak Armor,Sand Force,50.0,50.0,0,15,Mineral,,120,137,1059860,Ordinary,70,105,105,50,40,20,390,0,0
526,Gigalith,Gigalith,5,1.7,260.0,Rock,,Sturdy,Sand Stream,Sand Force,50.0,50.0,0,15,Mineral,,45,258,1059860,Ordinary,85,135,130,60,80,25,515,0,0
527,Woobat,Woobat,5,0.4,2.1,Psychic,Flying,Unaware,Klutz,Simple,50.0,50.0,0,15,Ground,Flying,190,65,1000000,Ordinary,65,45,43,55,43,72,323,0,0
528,Swoobat,Swoobat,5,0.9,10.5,Psychic,Flying,Unaware,Klutz,Simple,50.0,50.0,0,15,Ground,Flying,45,149,1000000,Ordinary,67,57,55,77,55,114,425,0,0
529,Drilbur,Drilbur,5,0.3,8.5,Ground,,Sand Rush,Sand Force,Mold Breaker,50.0,50.0,0,20,Ground,,120,66,1000000,Ordinary,60,85,40,30,45,68,328,0,0
530,Excadrill,Excadrill,5,0.7,40.4,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,50.0,50.0,0,20,Ground,,60,178,1000000,Ordinary,110,135,60,50,65,88,508,0,0
531,Audino,Audino,5,1.1,31.0,Normal,,Healer,Regenerator,Klutz,50.0,50.0,0,20,Fairy,,255,390,800000,Ordinary,103,60,86,60,86,50,445,0,1
532,Timburr,Timburr,5,0.6,12.5,Fighting,,Guts,Sheer Force,Iron Fist,75.0,25.0,0,20,Human-Like,,180,61,1059860,Ordinary,75,80,55,25,35,35,305,0,0
533,Gurdurr,Gurdurr,5,1.2,40.0,Fighting,,Guts,Sheer Force,Iron Fist,75.0,25.0,0,20,Human-Like,,90,142,1059860,Ordinary,85,105,85,40,50,40,405,0,0
534,Conkeldurr,Conkeldurr,5,1.4,87.0,Fighting,,Guts,Sheer Force,Iron Fist,75.0,25.0,0,20,Human-Like,,45,253,1059860,Ordinary,105,140,95,55,65,45,505,0,0
535,Tympole,Tympole,5,0.5,4.5,Water,,Swift Swim,Hydration,Water Absorb,50.0,50.0,0,20,Water1,,255,59,1059860,Ordinary,50,50,40,50,40,64,294,0,0
536,Palpitoad,Palpitoad,5,0.8,17.0,Water,Ground,Swift Swim,Hydration,Water Absorb,50.0,50.0,0,20,Water1,,120,134,1059860,Ordinary,75,65,55,65,55,69,384,0,0
537,Seismitoad,Seismitoad,5,1.5,62.0,Water,Ground,Swift Swim,Poison Touch,Water Absorb,50.0,50.0,0,20,Water1,,45,255,1059860,Ordinary,105,95,75,85,75,74,509,0,0
538,Throh,Throh,5,1.3,55.5,Fighting,,Guts,Inner Focus,Mold Breaker,100.0,0.0,0,20,Human-Like,,45,163,1000000,Ordinary,120,100,85,30,85,45,465,0,0
539,Sawk,Sawk,5,1.4,51.0,Fighting,,Sturdy,Inner Focus,Mold Breaker,100.0,0.0,0,20,Human-Like,,45,163,1000000,Ordinary,75,125,75,30,75,85,465,0,0
540,Sewaddle,Sewaddle,5,0.3,2.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,50.0,50.0,0,15,Bug,,255,62,1059860,Ordinary,45,53,70,40,60,42,310,0,0
541,Swadloon,Swadloon,5,0.5,7.3,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,50.0,50.0,0,15,Bug,,120,133,1059860,Ordinary,55,63,90,50,80,42,380,0,0
542,Leavanny,Leavanny,5,1.2,20.5,Bug,Grass,Swarm,Chlorophyll,Overcoat,50.0,50.0,0,15,Bug,,45,225,1059860,Ordinary,75,103,80,70,80,92,500,0,0
543,Venipede,Venipede,5,0.4,5.3,Bug,Poison,Poison Point,Swarm,Speed Boost,50.0,50.0,0,15,Bug,,255,52,1059860,Ordinary,30,45,59,30,39,57,260,0,0
544,Whirlipede,Whirlipede,5,1.2,58.5,Bug,Poison,Poison Point,Swarm,Speed Boost,50.0,50.0,0,15,Bug,,120,126,1059860,Ordinary,40,55,99,40,79,47,360,0,0
545,Scolipede,Scolipede,5,2.5,200.5,Bug,Poison,Poison Point,Swarm,Speed Boost,50.0,50.0,0,20,Bug,,45,243,1059860,Ordinary,60,100,89,55,69,112,485,0,0
546,Cottonee,Cottonee,5,0.3,0.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,50.0,50.0,0,20,Grass,Fairy,190,56,1000000,Ordinary,40,27,60,37,50,66,280,0,0
547,Whimsicott,Whimsicott,5,0.7,6.6,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,50.0,50.0,0,20,Grass,Fairy,75,168,1000000,Ordinary,60,67,85,77,75,116,480,0,0
548,Petilil,Petilil,5,0.5,6.6,Grass,,Chlorophyll,Own Tempo,Leaf Guard,0.0,100.0,0,20,Grass,,190,56,1000000,Ordinary,45,35,50,70,50,30,280,0,0
549,Lilligant,Lilligant,5,1.1,16.3,Grass,,Chlorophyll,Own Tempo,Leaf Guard,0.0,100.0,0,20,Grass,,75,168,1000000,Ordinary,70,60,75,110,75,90,480,1,0
550,Basculin,Basculin Red Stripe,5,1.0,18.0,Water,,Reckless,Adaptability,Mold Breaker,50.0,50.0,0,40,Water2,,25,161,1000000,Ordinary,70,92,65,80,55,98,460,1,0
551,Sandile,Sandile,5,0.7,15.2,Ground,Dark,Intimidate,Moxie,Anger Point,50.0,50.0,0,20,Ground,,180,58,1059860,Ordinary,50,72,35,35,35,65,292,0,0
552,Krokorok,Krokorok,5,1.0,33.4,Ground,Dark,Intimidate,Moxie,Anger Point,50.0,50.0,0,20,Ground,,90,123,1059860,Ordinary,60,82,45,45,45,74,351,0,0
553,Krookodile,Krookodile,5,1.5,96.3,Ground,Dark,Intimidate,Moxie,Anger Point,50.0,50.0,0,20,Ground,,45,260,1059860,Ordinary,95,117,80,65,70,92,519,0,0
554,Darumaka,Darumaka,5,0.6,37.5,Fire,,Hustle,,Inner Focus,50.0,50.0,0,20,Ground,,120,63,1059860,Ordinary,70,90,45,15,45,50,315,1,0
555,Darmanitan,Darmanitan,5,1.3,92.9,Fire,,Sheer Force,,Zen Mode,50.0,50.0,0,20,Ground,,60,168,1059860,Ordinary,105,140,55,30,55,95,480,1,0
556,Maractus,Maractus,5,1.0,28.0,Grass,,Water Absorb,Chlorophyll,Storm Drain,50.0,50.0,0,20,Grass,,255,161,1000000,Ordinary,75,86,67,106,67,60,461,0,0
557,Dwebble,Dwebble,5,0.3,14.5,Bug,Rock,Sturdy,Shell Armor,Weak Armor,50.0,50.0,0,20,Bug,Mineral,190,65,1000000,Ordinary,50,65,85,35,35,55,325,0,0
558,Crustle,Crustle,5,1.4,200.0,Bug,Rock,Sturdy,Shell Armor,Weak Armor,50.0,50.0,0,20,Bug,Mineral,75,170,1000000,Ordinary,70,105,125,65,75,45,485,0,0
559,Scraggy,Scraggy,5,0.6,11.8,Dark,Fighting,Shed Skin,Moxie,Intimidate,50.0,50.0,0,15,Ground,Dragon,180,70,1000000,Ordinary,50,75,70,35,70,48,348,0,0
560,Scrafty,Scrafty,5,1.1,30.0,Dark,Fighting,Shed Skin,Moxie,Intimidate,50.0,50.0,0,15,Ground,Dragon,90,171,1000000,Ordinary,65,90,115,45,115,58,488,0,0
561,Sigilyph,Sigilyph,5,1.4,14.0,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,50.0,50.0,0,20,Flying,,45,172,1000000,Ordinary,72,58,80,103,80,97,490,0,0
562,Yamask,Yamask,5,0.5,1.5,Ghost,,Mummy,,,50.0,50.0,0,25,Mineral,Amorphous,190,61,1000000,Ordinary,38,30,85,55,65,30,303,1,0
563,Cofagrigus,Cofagrigus,5,1.7,76.5,Ghost,,Mummy,,,50.0,50.0,0,25,Mineral,Amorphous,90,169,1000000,Ordinary,58,50,145,95,105,30,483,0,0
564,Tirtouga,Tirtouga,5,0.7,16.5,Water,Rock,Solid Rock,Sturdy,Swift Swim,87.5,12.5,0,30,Water1,Water3,45,71,1000000,Ordinary,54,78,103,53,45,22,355,0,0
565,Carracosta,Carracosta,5,1.2,81.0,Water,Rock,Solid Rock,Sturdy,Swift Swim,87.5,12.5,0,30,Water1,Water3,45,173,1000000,Ordinary,74,108,133,83,65,32,495,0,0
566,Archen,Archen,5,0.5,9.5,Rock,Flying,Defeatist,,,87.5,12.5,0,30,Flying,Water3,45,71,1000000,Ordinary,55,112,45,74,45,70,401,0,0
567,Archeops,Archeops,5,1.4,32.0,Rock,Flying,Defeatist,,,87.5,12.5,0,30,Flying,Water3,45,177,1000000,Ordinary,75,140,65,112,65,110,567,0,0
568,Trubbish,Trubbish,5,0.6,31.0,Poison,,Stench,Sticky Hold,Aftermath,50.0,50.0,0,20,Mineral,,190,66,1000000,Ordinary,50,50,62,40,62,65,329,0,0
569,Garbodor,Garbodor,5,1.9,107.3,Poison,,Stench,Weak Armor,Aftermath,50.0,50.0,0,20,Mineral,,60,166,1000000,Ordinary,80,95,82,60,82,75,474,0,0
570,Zorua,Zorua,5,0.7,12.5,Dark,,Illusion,,,87.5,12.5,0,25,Ground,,75,66,1059860,Ordinary,40,65,40,80,40,65,330,1,0
571,Zoroark,Zoroark,5,1.6,81.1,Dark,,Illusion,,,87.5,12.5,0,20,Ground,,45,179,1059860,Ordinary,60,105,60,120,60,105,510,1,0
572,Minccino,Minccino,5,0.4,5.8,Normal,,Cute Charm,Technician,Skill Link,25.0,75.0,0,15,Ground,,255,60,800000,Ordinary,55,50,40,40,40,75,300,0,0
